ActiveIngredient,Category ID,Category,Event,Event description,Timepoint start,Timepoint end,Quantity outcome 1,Reference/link to data,Accessed on
TENOFOVIR DISOPROXIL,G74,List of FDA Approved Drugs,TENOFOVIR DISOPROXIL,TENOFOVIR DISOPROXIL - NDA,2001-10-26,2001-10-26,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TEPLIZUMAB-MZWV,G74,List of FDA Approved Drugs,TEPLIZUMAB-MZWV,TEPLIZUMAB-MZWV - BLA,2022-11-17,2022-11-17,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TEPOTINIB,G74,List of FDA Approved Drugs,TEPOTINIB,TEPOTINIB - NDA,2021-02-03,2021-02-03,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TEPROTUMUMAB-TRBW,G74,List of FDA Approved Drugs,TEPROTUMUMAB-TRBW,TEPROTUMUMAB-TRBW - BLA,2020-01-21,2020-01-21,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TERIFLUNOMIDE,G74,List of FDA Approved Drugs,TERIFLUNOMIDE,TERIFLUNOMIDE - NDA,2012-09-12,2012-09-12,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TERLIPRESSIN,G74,List of FDA Approved Drugs,TERLIPRESSIN,TERLIPRESSIN - NDA,2022-09-14,2022-09-14,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TESAMORELIN,G74,List of FDA Approved Drugs,TESAMORELIN,TESAMORELIN - BLA,2010-11-10,2010-11-10,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TETRABENAZINE,G74,List of FDA Approved Drugs,TETRABENAZINE,TETRABENAZINE - NDA,2008-08-15,2008-08-15,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TEZEPELUMAB-EKKO,G74,List of FDA Approved Drugs,TEZEPELUMAB-EKKO,TEZEPELUMAB-EKKO - BLA,2021-12-17,2021-12-17,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
THALIDOMIDE,G74,List of FDA Approved Drugs,THALIDOMIDE,THALIDOMIDE - NDA,1998-07-16,1998-07-16,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
THYROTROPIN ALFA,G74,List of FDA Approved Drugs,THYROTROPIN ALFA,THYROTROPIN ALFA - BLA,1998-11-30,1998-11-30,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TICAGRELOR,G74,List of FDA Approved Drugs,TICAGRELOR,TICAGRELOR - NDA,2011-07-20,2011-07-20,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TIGECYCLINE,G74,List of FDA Approved Drugs,TIGECYCLINE,TIGECYCLINE - NDA,2005-06-15,2005-06-15,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TILDRAKIZUMAB-ASMN,G74,List of FDA Approved Drugs,TILDRAKIZUMAB-ASMN,TILDRAKIZUMAB-ASMN - BLA,2018-03-20,2018-03-20,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TINIDAZOLE,G74,List of FDA Approved Drugs,TINIDAZOLE,TINIDAZOLE - NDA,2004-05-17,2004-05-17,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TINZAPARIN,G74,List of FDA Approved Drugs,TINZAPARIN,TINZAPARIN - NDA,2000-07-14,2000-07-14,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TIOTROPIUM BROMIDE,G74,List of FDA Approved Drugs,TIOTROPIUM BROMIDE,TIOTROPIUM BROMIDE - NDA,2004-01-30,2004-01-30,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TIPIRACIL; TRIFLURIDINE,G74,List of FDA Approved Drugs,TIPIRACIL; TRIFLURIDINE,TIPIRACIL; TRIFLURIDINE - NDA,2015-09-22,2015-09-22,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TIPRANAVIR,G74,List of FDA Approved Drugs,TIPRANAVIR,TIPRANAVIR - NDA,2005-06-22,2005-06-22,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TIRBANIBULIN,G74,List of FDA Approved Drugs,TIRBANIBULIN,TIRBANIBULIN - NDA,2020-12-14,2020-12-14,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TIROFIBAN,G74,List of FDA Approved Drugs,TIROFIBAN,TIROFIBAN - NDA,1998-05-14,1998-05-14,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TIRZEPATIDE,G74,List of FDA Approved Drugs,TIRZEPATIDE,TIRZEPATIDE - NDA,2022-05-13,2022-05-13,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TISOTUMAB VEDOTIN-TFTV,G74,List of FDA Approved Drugs,TISOTUMAB VEDOTIN-TFTV,TISOTUMAB VEDOTIN-TFTV - BLA,2021-09-20,2021-09-20,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TIVOZANIB,G74,List of FDA Approved Drugs,TIVOZANIB,TIVOZANIB - NDA,2021-03-10,2021-03-10,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TOCILIZUMAB,G74,List of FDA Approved Drugs,TOCILIZUMAB,TOCILIZUMAB - BLA,2010-01-08,2010-01-08,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TOFACITINIB,G74,List of FDA Approved Drugs,TOFACITINIB,TOFACITINIB - NDA,2012-11-06,2012-11-06,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TOLCAPONE,G74,List of FDA Approved Drugs,TOLCAPONE,TOLCAPONE - NDA,1998-01-29,1998-01-29,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TOLTERODINE,G74,List of FDA Approved Drugs,TOLTERODINE,TOLTERODINE - NDA,1998-03-25,1998-03-25,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TOLVAPTAN,G74,List of FDA Approved Drugs,TOLVAPTAN,TOLVAPTAN - NDA,2009-05-19,2009-05-19,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TRABECTEDIN,G74,List of FDA Approved Drugs,TRABECTEDIN,TRABECTEDIN - NDA,2015-10-23,2015-10-23,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TRALOKINUMAB,G74,List of FDA Approved Drugs,TRALOKINUMAB,TRALOKINUMAB - BLA,2021-12-27,2021-12-27,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TRAMETINIB DIMETHYL SULFOXIDE,G74,List of FDA Approved Drugs,TRAMETINIB DIMETHYL SULFOXIDE,TRAMETINIB DIMETHYL SULFOXIDE - NDA,2013-05-29,2013-05-29,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TRASTUZUMAB,G74,List of FDA Approved Drugs,TRASTUZUMAB,TRASTUZUMAB - BLA,1998-09-25,1998-09-25,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TRAVOPROST,G74,List of FDA Approved Drugs,TRAVOPROST,TRAVOPROST - NDA,2001-03-16,2001-03-16,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TREMELIMUMAB-ACTL  ,G74,List of FDA Approved Drugs,TREMELIMUMAB-ACTL  ,TREMELIMUMAB-ACTL   - BLA,2022-10-21,2022-10-21,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TREPROSTINIL,G74,List of FDA Approved Drugs,TREPROSTINIL,TREPROSTINIL - NDA,2002-05-21,2002-05-21,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TRICLABENDAZOLE,G74,List of FDA Approved Drugs,TRICLABENDAZOLE,TRICLABENDAZOLE - NDA,2019-02-13,2019-02-13,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TRIFAROTENE,G74,List of FDA Approved Drugs,TRIFAROTENE,TRIFAROTENE - NDA,2019-10-04,2019-10-04,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TRIHEPTANOIN,G74,List of FDA Approved Drugs,TRIHEPTANOIN,TRIHEPTANOIN - NDA,2020-06-30,2020-06-30,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TRILACICLIB DIHYDROCHLORIDE,G74,List of FDA Approved Drugs,TRILACICLIB DIHYDROCHLORIDE,TRILACICLIB DIHYDROCHLORIDE - NDA,2021-02-12,2021-02-12,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TRIPTORELIN PAMOATE,G74,List of FDA Approved Drugs,TRIPTORELIN PAMOATE,TRIPTORELIN PAMOATE - NDA,2000-06-15,2000-06-15,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TROSPIUM,G74,List of FDA Approved Drugs,TROSPIUM,TROSPIUM - NDA,2004-05-28,2004-05-28,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TRYPAN BLUE,G74,List of FDA Approved Drugs,TRYPAN BLUE,TRYPAN BLUE - NDA,2004-12-16,2004-12-16,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
TUCATINIB,G74,List of FDA Approved Drugs,TUCATINIB,TUCATINIB - NDA,2020-04-17,2020-04-17,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
UBLITUXIMAB-XIIY,G74,List of FDA Approved Drugs,UBLITUXIMAB-XIIY,UBLITUXIMAB-XIIY - BLA,2022-12-28,2022-12-28,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
UBROGEPANT,G74,List of FDA Approved Drugs,UBROGEPANT,UBROGEPANT - NDA,2019-12-23,2019-12-23,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
ULIPRISTAL,G74,List of FDA Approved Drugs,ULIPRISTAL,ULIPRISTAL - NDA,2010-08-13,2010-08-13,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
UMBRALISIB TOSYLATE,G74,List of FDA Approved Drugs,UMBRALISIB TOSYLATE,UMBRALISIB TOSYLATE - NDA,2021-02-05,2021-02-05,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE,G74,List of FDA Approved Drugs,UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE,UMECLIDINIUM BROMIDE; VILANTEROL TRIFENATATE - NDA,2013-12-18,2013-12-18,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
UNOPROSTONE ISOPROPYL,G74,List of FDA Approved Drugs,UNOPROSTONE ISOPROPYL,UNOPROSTONE ISOPROPYL - NDA,2000-08-03,2000-08-03,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
UPADACITINIB,G74,List of FDA Approved Drugs,UPADACITINIB,UPADACITINIB - NDA,2019-08-16,2019-08-16,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
URIDINE TRIACETATE,G74,List of FDA Approved Drugs,URIDINE TRIACETATE,URIDINE TRIACETATE - NDA,2015-09-04,2015-09-04,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
USTEKINUMAB,G74,List of FDA Approved Drugs,USTEKINUMAB,USTEKINUMAB - BLA,2009-09-25,2009-09-25,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VALBENAZINE TOSYLATE,G74,List of FDA Approved Drugs,VALBENAZINE TOSYLATE,VALBENAZINE TOSYLATE - NDA,2017-04-11,2017-04-11,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VALDECOXIB,G74,List of FDA Approved Drugs,VALDECOXIB,VALDECOXIB - NDA,2001-11-16,2001-11-16,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VALRUBICIN,G74,List of FDA Approved Drugs,VALRUBICIN,VALRUBICIN - NDA,1998-09-25,1998-09-25,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VANDETANIB,G74,List of FDA Approved Drugs,VANDETANIB,VANDETANIB - NDA,2011-04-06,2011-04-06,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VARDENAFIL,G74,List of FDA Approved Drugs,VARDENAFIL,VARDENAFIL - NDA,2003-08-19,2003-08-19,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VARENICLINE,G74,List of FDA Approved Drugs,VARENICLINE,VARENICLINE - NDA,2006-05-10,2006-05-10,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VEDOLIZUMAB,G74,List of FDA Approved Drugs,VEDOLIZUMAB,VEDOLIZUMAB - BLA,2014-05-20,2014-05-20,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VELAGLUCERASE ALFA,G74,List of FDA Approved Drugs,VELAGLUCERASE ALFA,VELAGLUCERASE ALFA - BLA,2010-02-26,2010-02-26,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VEMURAFENIB,G74,List of FDA Approved Drugs,VEMURAFENIB,VEMURAFENIB - NDA,2011-08-17,2011-08-17,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VENETOCLAX,G74,List of FDA Approved Drugs,VENETOCLAX,VENETOCLAX - NDA,2016-04-11,2016-04-11,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VERICIGUAT,G74,List of FDA Approved Drugs,VERICIGUAT,VERICIGUAT - NDA,2021-01-19,2021-01-19,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VERTEPORFIN,G74,List of FDA Approved Drugs,VERTEPORFIN,VERTEPORFIN - NDA,2000-04-12,2000-04-12,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VESTRONIDASE ALFA-VJBK,G74,List of FDA Approved Drugs,VESTRONIDASE ALFA-VJBK,VESTRONIDASE ALFA-VJBK - BLA,2017-11-15,2017-11-15,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VIBEGRON,G74,List of FDA Approved Drugs,VIBEGRON,VIBEGRON - NDA,2020-12-23,2020-12-23,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
VIGABATRIN,G74,List of FDA Approved Drugs,VIGABATRIN,VIGABATRIN - NDA,2009-08-21,2009-08-21,,"Research, Center for Drug Evaluation and. “Drugs@FDA Data Files.” FDA, February 2023. www.fda.gov, https://www.fda.gov/drugs/drug-approvals-and-databases/drugsfda-data-files.",2023-02-11
